sample_id,category,bvid,aid,page_url,canonical_bv_url,part_index,title,content_origin_platform,source_duration_seconds,pretrim_start_seconds,pretrim_end_seconds,pretrim_requested_duration_seconds,pretrim_effective_end_from_reported_duration_seconds,pretrim_effective_duration_from_reported_duration_seconds,num_tasks
AA0320,游戏,BV1RRJYzpE9A,114541677514596,https://www.bilibili.com/video/av114541677514596,https://www.bilibili.com/video/BV1RRJYzpE9A,1,【暴0战士】2025-05-20 直播回放完整版*（路匹+人才市场五排*苏苏大王等）,unknown,11126,1800,4500,2700,4500,2700,3
AA0321,游戏,BV1RboMB9Epj,116454263364219,https://www.bilibili.com/video/av116454263364219,https://www.bilibili.com/video/BV1RboMB9Epj,1,【双高胎直播之胡闹厨房】26.4.23，游戏直播2⃣全程      这个游戏太好玩了 我真不行了哈哈哈哈哈哈哈,unknown,2233,360,2040,1680,2040,1680,3
AA0322,聊天室,BV1Vfo1BfEiy,116477550139646,https://www.bilibili.com/video/av116477550139646,https://www.bilibili.com/video/BV1Vfo1BfEiy,1,大冰直播回放录屏分享2026.4.27-4.28《全集》！共两段！,unknown,6953,240,1500,1260,1500,1260,3
AA0323,多人PK,BV1X8o6BVE4Y,116474446348403,https://www.bilibili.com/video/av116474446348403,https://www.bilibili.com/video/BV1X8o6BVE4Y,1,T.宸 2026年4月26日 20：30-01：00 直播录屏（上）,unknown,6748,360,1200,840,1200,840,2
AA0324,游戏,BV1YVoCBQEG1,116476946156383,https://www.bilibili.com/video/av116476946156383,https://www.bilibili.com/video/BV1YVoCBQEG1,1,凌音排档录屏 26.4.27 萨满20点档《怀抱》,unknown,3522,360,2700,2340,2700,2340,3
AA0325,游戏,BV1a642137F1,1400328075,https://www.bilibili.com/video/av1400328075,https://www.bilibili.com/video/BV1a642137F1,1,［沧州郭美妮子直播录屏］郭老师就连吃鸡都很有意思｜30min+毫无操作的操作｜郭老师ASMR闲聊催眠,unknown,2261,1020,2100,1080,2100,1080,4
AA0326,游戏,BV1bpoCB1EGv,116477046818641,https://www.bilibili.com/video/av116477046818641,https://www.bilibili.com/video/BV1bpoCB1EGv,1,26.4.27 迷人小宝 直播 【游戏首播】,unknown,8444,600,3300,2700,3300,2700,3
AA0327,多人PK,BV1cWo2BkEpQ,116479429183057,https://www.bilibili.com/video/av116479429183057,https://www.bilibili.com/video/BV1cWo2BkEpQ,1,华华华   4.27 直播录屏   上  五菱宏光专场？,unknown,6454,1200,3900,2700,3900,2700,3
AA0328,多人PK,BV1dRo1BaEy8,116477600602240,https://www.bilibili.com/video/av116477600602240,https://www.bilibili.com/video/BV1dRo1BaEy8,1,T.野草个播4月27号,unknown,8853,300,3000,2700,3000,2700,3
AA0329,游戏,BV1dbzyBUE9y,115950695292504,https://www.bilibili.com/video/av115950695292504,https://www.bilibili.com/video/BV1dbzyBUE9y,1,1.24晚白露直播｜小露哥神秘id震惊露露！,unknown,44,0,44,44,44,44,3
AA0330,游戏,BV1ejo3B8Egv,116456461179753,https://www.bilibili.com/video/av116456461179753,https://www.bilibili.com/video/BV1ejo3B8Egv,1,20260423摆摆直播录屏-招募双排/相亲房/三排/四排/点pw三保,unknown,14512,360,3060,2700,3060,2700,3
AA0331,多人PK,BV1gNo2BRETo,116479362072822,https://www.bilibili.com/video/av116479362072822,https://www.bilibili.com/video/BV1gNo2BRETo,1,【月亮不要吃小芝】林芝2026.4.27直播录屏,unknown,3878,900,3300,2400,3300,2400,2
AA0332,游戏,BV1gsdDBeE8G,116443995701909,https://www.bilibili.com/video/av116443995701909,https://www.bilibili.com/video/BV1gsdDBeE8G,1,【人榜对局】2026.4.21大果冻和装酱双排,unknown,7715,360,3060,2700,3060,2700,4
AA0333,游戏,BV1igo1BaEkt,116478087005266,https://www.bilibili.com/video/av116478087005266,https://www.bilibili.com/video/BV1igo1BaEkt,1,【赵太阳】2026/04/27-28，葵葵上麦和阳阳随机接歌,unknown,1734,120,1380,1260,1380,1260,3
AA0334,室外,BV1k7oYBuEv6,116453609112204,https://www.bilibili.com/video/av116453609112204,https://www.bilibili.com/video/BV1k7oYBuEv6,1,2026.04.23下午鹿卡个播，鹿卡带大家逛公司啦！！！这个突然出现的群演老师怎么骗我们卡子…,unknown,4146,360,2700,2340,2700,2340,3
AA0335,游戏,BV1nRSSBYEBy,116352694162934,https://www.bilibili.com/video/av116352694162934,https://www.bilibili.com/video/BV1nRSSBYEBy,1,慢脚wcn团播 一个脚受伤一个哭的呼吸性碱中毒,unknown,1207,180,1020,840,1020,840,1
AA0336,多人PK,BV1sBo1BVEnW,116477449474508,https://www.bilibili.com/video/av116477449474508,https://www.bilibili.com/video/BV1sBo1BVEnW,1,2026-4-27听潮阁T.UGLY直播录屏,unknown,9304,6300,9000,2700,9000,2700,4
AA0337,游戏,BV1wco1BzEae,116478120631028,https://www.bilibili.com/video/av116478120631028,https://www.bilibili.com/video/BV1wco1BzEae,1,【满汉-Ss】2026.04.27 个播录屏,unknown,4390,1200,3600,2400,3600,2400,3
AA0338,聊天室,BV1yg6MYzEo5,113584352789563,https://www.bilibili.com/video/av113584352789563,https://www.bilibili.com/video/BV1yg6MYzEo5,1,梵谷直播“梵谷pk到某X知名博主”,unknown,570,0,570,570,570,570,4
AA0341,聊天室,BV12Xd6BeEXf,116437301594888,https://www.bilibili.com/video/av116437301594888,https://www.bilibili.com/video/BV12Xd6BeEXf,1,4.20直播  元元看和陈伯连线前因,douyin,103,0,103,103,103,103,2
AA0342,聊天室,BV12v4y1V7r3,569354028,https://www.bilibili.com/video/av569354028,https://www.bilibili.com/video/BV12v4y1V7r3,1,情感连麦—情感问题分析1,douyin,377,0,377,377,377,377,3
AA0343,聊天室,BV1364y1R7FD,758437646,https://www.bilibili.com/video/av758437646,https://www.bilibili.com/video/BV1364y1R7FD,1,天天的一天到晚 直播录屏 两性关系问题以及一些聊天,douyin,1470,0,540,540,540,540,3
AA0344,聊天室,BV139oTBUEAh,116454380799819,https://www.bilibili.com/video/av116454380799819,https://www.bilibili.com/video/BV139oTBUEAh,1,【听潮阁-语音厅考核】20260423   19:04-21:23   考官：久浊，泽屿,douyin,8322,240,2940,2700,2940,2700,3
AA0346,聊天室,BV14ooxBbERz,116448911432539,https://www.bilibili.com/video/av116448911432539,https://www.bilibili.com/video/BV14ooxBbERz,1,欢迎大家都来直播间一起聊天吧,douyin,68,0,68,68,68,68,3
AA0347,聊天室,BV154obB2E6d,116449481856439,https://www.bilibili.com/video/av116449481856439,https://www.bilibili.com/video/BV154obB2E6d,1,【木头直播录屏】20260421晚聊天,douyin,4407,900,1500,600,1500,600,4
AA0348,聊天室,BV15bdVBTEy5,116420004416359,https://www.bilibili.com/video/av116420004416359,https://www.bilibili.com/video/BV15bdVBTEy5,1,2026.4.17，T.美式开播（与T.Ai一起，美式好好说说吧，别让Ai再哭了）,douyin,2608,0,1800,1800,1800,1800,3
AA0349,聊天室,BV161PfzhECr,116202621962467,https://www.bilibili.com/video/av116202621962467,https://www.bilibili.com/video/BV161PfzhECr,1,抖音-聊天室,douyin,93,0,93,93,93,93,3
AA0350,聊天室,BV168411p7oo,221383858,https://www.bilibili.com/video/av221383858,https://www.bilibili.com/video/BV168411p7oo,1,12月16日  顶流社天下第一   语音厅第一,douyin,3936,900,3600,2700,3600,2700,5
AA0351,聊天室,BV16LDGBtE1f,116349489648078,https://www.bilibili.com/video/av116349489648078,https://www.bilibili.com/video/BV16LDGBtE1f,1,Npc聊天交友直播录屏,douyin,748,0,748,748,748,748,2
AA0352,聊天室,BV17GDJBCE2t,116370696050810,https://www.bilibili.com/video/av116370696050810,https://www.bilibili.com/video/BV17GDJBCE2t,1,嫂子语音厅,douyin,2861,0,1440,1440,1440,1440,4
AA0353,聊天室,BV17MoFBTEQr,116431563854947,https://www.bilibili.com/video/av116431563854947,https://www.bilibili.com/video/BV17MoFBTEQr,1,T.西瓜&T.游戈 听潮阁语音厅考核 2026.04.19 19:00-21:00,douyin,7139,120,2820,2700,2820,2700,1
AA0354,聊天室,BV17sd1BFENj,116440841721165,https://www.bilibili.com/video/av116440841721165,https://www.bilibili.com/video/BV17sd1BFENj,1,2026.4.20语音厅公屏版录屏,douyin,5381,240,2700,2460,2700,2460,3
AA0355,聊天室,BV18541197WK,469020299,https://www.bilibili.com/video/av469020299,https://www.bilibili.com/video/BV18541197WK,1,來吧營業中 鬼鬼吳映潔IG直播 (feat. 炎亞綸 楊銘威 庹宗康 姚元浩 顏佑庭),douyin,3593,360,1500,1140,1500,1140,4
AA0356,聊天室,BV18a4y1m7xE,666043019,https://www.bilibili.com/video/av666043019,https://www.bilibili.com/video/BV18a4y1m7xE,1,我蓉卖货到深夜，开始和网友聊天，吐露心声,douyin,1047,225,900,675,900,675,4
AA0357,聊天室,BV19BovBYEHh,116471393028827,https://www.bilibili.com/video/av116471393028827,https://www.bilibili.com/video/BV19BovBYEHh,1,T.阿布ᴮᵁ—––个播录屏 26.04.25 聊天 连麦pk聊天,douyin,6815,600,3300,2700,3300,2700,3
AA0358,聊天室,BV19FoZBoEpr,116468104565911,https://www.bilibili.com/video/av116468104565911,https://www.bilibili.com/video/BV19FoZBoEpr,1,4.23直播剪辑 尬聊小故事,douyin,1014,300,900,600,900,600,3
AA0359,聊天室,BV19gw6zRExs,116252299303425,https://www.bilibili.com/video/av116252299303425,https://www.bilibili.com/video/BV19gw6zRExs,1,胖兰失恋后化身女强人在聊天室咨询如何做自媒体 被叫多读书犟嘴别人因听不懂人话装傻充愣引起聊天室混乱 见缝插针炫耀谈过06年小男生 指责私生粉 获得建议走cp路线,douyin,2219,240,1560,1320,1560,1320,3
AA0360,聊天室,BV19w9TBkEVf,116339641419576,https://www.bilibili.com/video/av116339641419576,https://www.bilibili.com/video/BV19w9TBkEVf,1,4.2萱萱连线圆圆直播录屏,douyin,484,0,484,484,484,484,3
AA0361,聊天室,BV1CbQhBsEXg,116397908688923,https://www.bilibili.com/video/av116397908688923,https://www.bilibili.com/video/BV1CbQhBsEXg,1,玩具阅读女主播,douyin,663,0,663,663,663,663,3
AA0362,聊天室,BV1Cf421B77M,1205954073,https://www.bilibili.com/video/av1205954073,https://www.bilibili.com/video/BV1Cf421B77M,1,孙澈辰浸式语音厅,douyin,1073,180,840,660,840,660,4
AA0363,聊天室,BV1CpQPByEXT,116380946993614,https://www.bilibili.com/video/av116380946993614,https://www.bilibili.com/video/BV1CpQPByEXT,1,20260410北京炒家连线直播回放,douyin,2613,540,1440,900,1440,900,3
AA0364,聊天室,BV1DPc6exEDL,113833427338126,https://www.bilibili.com/video/av113833427338126,https://www.bilibili.com/video/BV1DPc6exEDL,1,1.15-1.16，雪音个播（从序老师第一次进入到个播结束，前面雪音谈自己的故事不太方便发录屏出来）,douyin,3189,0,2700,2700,2700,2700,3
AA0365,聊天室,BV1E2oeBuEpv,116471762127973,https://www.bilibili.com/video/av116471762127973,https://www.bilibili.com/video/BV1E2oeBuEpv,1,【T.清】2026.4.26个播录屏（电台）少几分钟,douyin,3316,1200,2100,900,2100,900,3
AA0366,聊天室,BV1EaovBqEwN,116471191572938,https://www.bilibili.com/video/av116471191572938,https://www.bilibili.com/video/BV1EaovBqEwN,1,T.西瓜&T.游戈 听潮阁语音厅考核 可可爱爱的两个人哟 2026.04.26 19:00-21:00,douyin,7042,3600,6300,2700,6300,2700,4
AA0367,聊天室,BV1F4421F7ge,1751099518,https://www.bilibili.com/video/av1751099518,https://www.bilibili.com/video/BV1F4421F7ge,1,［低频］240224晚直播回放录屏 弹幕版（四）聊天刷视频唱歌～• 蛋仔派对,douyin,11174,5400,7200,1800,7200,1800,4
AA0368,聊天室,BV1Ft6YYNES7,113737730102514,https://www.bilibili.com/video/av113737730102514,https://www.bilibili.com/video/BV1Ft6YYNES7,1,语音厅直播录屏,douyin,1523,120,1500,1380,1500,1380,3
AA0369,聊天室,BV1GN411U7C6,488326104,https://www.bilibili.com/video/av488326104,https://www.bilibili.com/video/BV1GN411U7C6,1,【力元君哲别/230710晚上不完整直播录屏】聊天/连麦,douyin,2734,180,2580,2400,2580,2400,4
AA0370,聊天室,BV1GP4y197Hs,903235217,https://www.bilibili.com/video/av903235217,https://www.bilibili.com/video/BV1GP4y197Hs,1,皮皮朱vx聊天关键词搜索,douyin,281,0,281,281,281,281,3
AA0371,聊天室,BV1Gm9EBrERV,116329507984708,https://www.bilibili.com/video/av116329507984708,https://www.bilibili.com/video/BV1Gm9EBrERV,1,4.1蔚星和二道门老师 震撼连线 全过程,douyin,1130,120,840,720,840,720,3
AA0372,聊天室,BV1GyoABuEwJ,116433426056884,https://www.bilibili.com/video/av116433426056884,https://www.bilibili.com/video/BV1GyoABuEwJ,1,恶心的男厅,douyin,265,0,265,265,265,265,2
AA0373,聊天室,BV1HNosBLE8M,116448257119661,https://www.bilibili.com/video/av116448257119661,https://www.bilibili.com/video/BV1HNosBLE8M,1,20260422 幸卓辉直播 章明伯连线part,douyin,740,0,740,740,740,740,2
AA0374,聊天室,BV1HW41187Kc,17456530,https://www.bilibili.com/video/av17456530,https://www.bilibili.com/video/BV1HW41187Kc,1,【鬼鬼吴映洁】ins直播卸妆12.20,douyin,528,0,528,528,528,528,4
AA0375,聊天室,BV1JuPmz4E62,116177825239508,https://www.bilibili.com/video/av116177825239508,https://www.bilibili.com/video/BV1JuPmz4E62,1,[存一下]奕雨聊天室部分录屏(连麦染详、柚子等等),douyin,3059,180,1980,1800,1980,1800,3
AA0376,聊天室,BV1Ki4y1y7xk,552315176,https://www.bilibili.com/video/av552315176,https://www.bilibili.com/video/BV1Ki4y1y7xk,1,九维 220314 直播录屏 自存 Pt.3 少爷连线 情感答疑,douyin,3679,1320,2880,1560,2880,1560,3
AA0377,聊天室,BV1LK1UBkEPo,115511601924664,https://www.bilibili.com/video/av115511601924664,https://www.bilibili.com/video/BV1LK1UBkEPo,1,鬼鬼吴映洁营业中直播6-1,douyin,3220,420,2880,2460,2880,2460,3
AA0378,聊天室,BV1LSDfBQEDg,116379437110443,https://www.bilibili.com/video/av116379437110443,https://www.bilibili.com/video/BV1LSDfBQEDg,1,小少焱语音厅4月10日,douyin,6594,0,1500,1500,1500,1500,3
AA0379,聊天室,BV1Lj421R7b7,1652554166,https://www.bilibili.com/video/av1652554166,https://www.bilibili.com/video/BV1Lj421R7b7,1,【直播回放】庞庞聊天室,douyin,3396,1800,3600,1800,3396,1596,3
AA0380,聊天室,BV1LoxKzfEVY,115320559830109,https://www.bilibili.com/video/av115320559830109,https://www.bilibili.com/video/BV1LoxKzfEVY,1,阿山直播录屏（10.4和10.5聊天部分）,douyin,2630,1500,2340,840,2340,840,3
AA0381,聊天室,BV1M9oqBcE6e,116473943032036,https://www.bilibili.com/video/av116473943032036,https://www.bilibili.com/video/BV1M9oqBcE6e,1,20260427讲李貌凌晨直播聊天(弹幕版),douyin,6079,360,3060,2700,3060,2700,4
AA0382,聊天室,BV1Mw411u7nx,278126738,https://www.bilibili.com/video/av278126738,https://www.bilibili.com/video/BV1Mw411u7nx,1,［低频］231108下午直播回放录屏 弹幕版 聊天室突袭• 蛋仔派对,douyin,1914,900,1500,600,1500,600,3
AA0383,聊天室,BV1NAFsztEmA,116028927381840,https://www.bilibili.com/video/av116028927381840,https://www.bilibili.com/video/BV1NAFsztEmA,1,2.7陈甜甜直播录屏,douyin,5329,1800,3600,1800,3600,1800,3
AA0384,聊天室,BV1PHdkBeEyr,116438274671189,https://www.bilibili.com/video/av116438274671189,https://www.bilibili.com/video/BV1PHdkBeEyr,1,拿下2:0,douyin,2639,900,2200,1300,2200,1300,2
AA0385,聊天室,BV1Pe411i7fQ,240751087,https://www.bilibili.com/video/av240751087,https://www.bilibili.com/video/BV1Pe411i7fQ,1,有情侣有好朋友也有老英雄大战！节目效果拉满｜梵谷 咿 Hola 和其正 万人迷PK完整直播录屏 1.5,douyin,1290,0,1080,1080,1080,1080,3
AA0386,聊天室,BV1QSojBGEWT,116459195860926,https://www.bilibili.com/video/av116459195860926,https://www.bilibili.com/video/BV1QSojBGEWT,1,【0423 jy戴士】问苍姐为什么叫李逵？转盘+闲聊；(京城大师赛赛后直播回放精彩切片),douyin,6715,600,3300,2700,3300,2700,3
AA0387,聊天室,BV1R7S5YhECH,113398511567190,https://www.bilibili.com/video/av113398511567190,https://www.bilibili.com/video/BV1R7S5YhECH,1,「20241030—31」男寝聊天室•控直播录屏 弹幕特效iPad版_3,douyin,4087,0,2700,2700,2700,2700,3
AA0388,聊天室,BV1Rc6pBHEYd,115991480636569,https://www.bilibili.com/video/av115991480636569,https://www.bilibili.com/video/BV1Rc6pBHEYd,1,［低频］260131晚直播回放录屏 弹幕版（中）小o聊天室,douyin,5966,900,2700,1800,2700,1800,3
AA0389,聊天室,BV1RpDYBVEX8,116361787349148,https://www.bilibili.com/video/av116361787349148,https://www.bilibili.com/video/BV1RpDYBVEX8,1,[口良茶·星仔直播间]妙音娘子把星仔搞直接挂断连线了,douyin,448,0,448,448,448,448,3
AA0390,聊天室,BV1SNPfeEEzR,113941204173066,https://www.bilibili.com/video/av113941204173066,https://www.bilibili.com/video/BV1SNPfeEEzR,1,键政圈不大，创造神话！（2月4日与胡律师连麦过后又与未明子连麦录屏）,douyin,629,0,629,629,629,629,3
AA0391,聊天室,BV1T2dVBRETY,116420071528497,https://www.bilibili.com/video/av116420071528497,https://www.bilibili.com/video/BV1T2dVBRETY,1,【药kis】2026-4-17「双人语音直播」明天要开半身，还要送花！,douyin,4534,240,1800,1560,1800,1560,3
AA0392,聊天室,BV1U6AozAEBe,116164822899708,https://www.bilibili.com/video/av116164822899708,https://www.bilibili.com/video/BV1U6AozAEBe,1,季末 情感连麦3.2,douyin,5920,240,2940,2700,2940,2700,4
AA0393,聊天室,BV1UKDTBFEiF,116346100780241,https://www.bilibili.com/video/av116346100780241,https://www.bilibili.com/video/BV1UKDTBFEiF,1,语音厅老辈子人回归,douyin,3154,360,2700,2340,2700,2340,4
AA0394,聊天室,BV1Uco9B6EBD,116466158404300,https://www.bilibili.com/video/av116466158404300,https://www.bilibili.com/video/BV1Uco9B6EBD,1,好脾气与坏脾气十万粉丝q&a直播,douyin,4010,1800,2700,900,2700,900,3
AA0395,聊天室,BV1V74Fe1ErT,113248405820160,https://www.bilibili.com/video/av113248405820160,https://www.bilibili.com/video/BV1V74Fe1ErT,1,［低频］241004下午直播回放录屏 弹幕版（上）O哥聊天室&听歌唱歌 •蛋仔派对,douyin,8431,1200,2400,1200,2400,1200,3
AA0396,聊天室,BV1VM4m1f7Hz,1303708607,https://www.bilibili.com/video/av1303708607,https://www.bilibili.com/video/BV1VM4m1f7Hz,1,［低频］240426下午直播回放录屏 弹幕版 O哥聊天室• 蛋仔派对,douyin,1264,540,1140,600,1140,600,3
AA0397,聊天室,BV1VooeBaE2G,116471913122529,https://www.bilibili.com/video/av116471913122529,https://www.bilibili.com/video/BV1VooeBaE2G,1,20260426沫宸晚上直播聊天(弹幕版),douyin,1796,240,1500,1260,1500,1260,3
AA0398,聊天室,BV1XJSFBVErj,115633035483871,https://www.bilibili.com/video/av115633035483871,https://www.bilibili.com/video/BV1XJSFBVErj,1,快总直播聊天  11.29,douyin,2314,180,1800,1620,1800,1620,3
AA0399,聊天室,BV1XVFDz1EV9,116044882510457,https://www.bilibili.com/video/av116044882510457,https://www.bilibili.com/video/BV1XVFDz1EV9,1,hellotina陈甜甜直播录屏存档2026.2.9,douyin,3076,420,1320,900,1320,900,3
AA0400,聊天室,BV1XroZBfEoV,116469799132556,https://www.bilibili.com/video/av116469799132556,https://www.bilibili.com/video/BV1XroZBfEoV,1,【娜塔莎一家直播录屏】“娜斯佳 娜迦 带货助播啦”4 月 25 日 大郎 娜塔莎哈国直播带货聊天片段分享（二）,douyin,5623,360,3060,2700,3060,2700,3
AA0401,聊天室,BV1Zw4m1d72e,1101709784,https://www.bilibili.com/video/av1101709784,https://www.bilibili.com/video/BV1Zw4m1d72e,1,［低频］240313晚直播回放录屏 弹幕版（二）O哥聊天室周年版～听歌唱歌• 蛋仔派对,douyin,4341,900,3600,2700,3600,2700,3
AA0402,聊天室,BV1aqcZzTEbc,116208057778582,https://www.bilibili.com/video/av116208057778582,https://www.bilibili.com/video/BV1aqcZzTEbc,1,抖音-聊天室,douyin,93,0,93,93,93,93,4
AA0403,聊天室,BV1caxdeSEti,113244429616270,https://www.bilibili.com/video/av113244429616270,https://www.bilibili.com/video/BV1caxdeSEti,1,【重磅】杉erp和型男机长疯狂詹姆士史诗级连麦聊天直播录屏！,douyin,542,0,542,542,542,542,3
AA0404,聊天室,BV1d1421i7Jz,1554990655,https://www.bilibili.com/video/av1554990655,https://www.bilibili.com/video/BV1d1421i7Jz,1,安静和她爹爹5.20语音厅聊天,douyin,2929,900,2700,1800,2700,1800,4
AA0405,聊天室,BV1dSSYYHE79,113392991866677,https://www.bilibili.com/video/av113392991866677,https://www.bilibili.com/video/BV1dSSYYHE79,1,「20241029—30」男寝聊天室•控直播录屏 弹幕特效iPad版_5,douyin,3076,0,1800,1800,1800,1800,3
AA0406,聊天室,BV1dpoMBZEvY,116454062033943,https://www.bilibili.com/video/av116454062033943,https://www.bilibili.com/video/BV1dpoMBZEvY,1,【宝剑嫂】纯聊天！写日记拆快递！,douyin,10566,360,3060,2700,3060,2700,2
AA0407,聊天室,BV1dx4y1E7TQ,1005413627,https://www.bilibili.com/video/av1005413627,https://www.bilibili.com/video/BV1dx4y1E7TQ,1,单良直播片段：你骗她就算了，你连我也骗！！,douyin,1357,360,900,540,900,540,3
AA0408,聊天室,BV1eV41197Va,411052926,https://www.bilibili.com/video/av411052926,https://www.bilibili.com/video/BV1eV41197Va,1,［低频］240111上午直播回放录屏 弹幕版（上）o哥聊天室～换个话题!• 蛋仔派对,douyin,5343,900,2700,1800,2700,1800,3
AA0409,聊天室,BV1ek4y1N79A,742946812,https://www.bilibili.com/video/av742946812,https://www.bilibili.com/video/BV1ek4y1N79A,1,hellotina陈甜甜｜20230701直播自录,douyin,6159,360,2100,1740,2100,1740,2
AA0410,聊天室,BV1eyoqBTEbd,116472231826785,https://www.bilibili.com/video/av116472231826785,https://www.bilibili.com/video/BV1eyoqBTEbd,1,【木头直播录屏】20260426下午聊天,douyin,3119,900,2700,1800,2700,1800,4
AA0411,聊天室,BV1f2opBBEKK,116446965270309,https://www.bilibili.com/video/av116446965270309,https://www.bilibili.com/video/BV1f2opBBEKK,1,【王柯】260422 某音 来聊天吧,douyin,1971,1080,1800,720,1800,720,4
AA0412,聊天室,BV1fg4y1H7jC,822104269,https://www.bilibili.com/video/av822104269,https://www.bilibili.com/video/BV1fg4y1H7jC,1,2.4hellotina陈甜甜直播谈家常,douyin,1341,540,1341,801,1341,801,3
AA0413,聊天室,BV1fy421e73c,1551680032,https://www.bilibili.com/video/av1551680032,https://www.bilibili.com/video/BV1fy421e73c,1,“情感主播”单良直播片段，吃瓜吃瓜吃瓜！,douyin,1268,120,1020,900,1020,900,2
AA0414,聊天室,BV1gYbXeAE4R,112790673033346,https://www.bilibili.com/video/av112790673033346,https://www.bilibili.com/video/BV1gYbXeAE4R,1,【24.7.15晚8:00-9:00】刘佳梁首次做客顶流社语音厅,douyin,3594,240,1800,1560,1800,1560,3
AA0415,聊天室,BV1hQWKzLEwn,115227177852515,https://www.bilibili.com/video/av115227177852515,https://www.bilibili.com/video/BV1hQWKzLEwn,1,【子圣】直播录屏 9月19日 深夜粉丝情感连线,douyin,13399,1200,3900,2700,3900,2700,4
AA0416,聊天室,BV1hg411T7fK,504104251,https://www.bilibili.com/video/av504104251,https://www.bilibili.com/video/BV1hg411T7fK,1,2021.7.10直播回放,douyin,1598,360,1800,1440,1598,1238,1
AA0417,聊天室,BV1hhdCBjEzv,116439600078157,https://www.bilibili.com/video/av116439600078157,https://www.bilibili.com/video/BV1hhdCBjEzv,1,20260420喜悦X尼克语音厅录屏,douyin,5136,360,3060,2700,3060,2700,3
AA0418,聊天室,BV1i9h5zhEBX,114965822315370,https://www.bilibili.com/video/av114965822315370,https://www.bilibili.com/video/BV1i9h5zhEBX,1,【聊点什么叭】250803 小说 情感闲聊直播全程录屏,douyin,14516,4500,7200,2700,7200,2700,1
AA0419,聊天室,BV1iCo8B9E2h,116450991800455,https://www.bilibili.com/video/av116450991800455,https://www.bilibili.com/video/BV1iCo8B9E2h,1,｜20260422｜罗杰直播录屏分享（弹幕版）,douyin,5993,4200,5100,900,5100,900,3
AA0420,聊天室,BV1iVZuYMEgf,114231097688258,https://www.bilibili.com/video/av114231097688258,https://www.bilibili.com/video/BV1iVZuYMEgf,1,【Binbo】2025.3.27 binbo直播录屏语音厅（前半段没录上）,douyin,4164,360,2700,2340,2700,2340,2
AA0421,聊天室,BV1iY411i7yR,266766476,https://www.bilibili.com/video/av266766476,https://www.bilibili.com/video/BV1iY411i7yR,1,黑粉连线，直播效果拉满。,douyin,211,0,211,211,211,211,3
AA0422,聊天室,BV1k34y1M7US,832374065,https://www.bilibili.com/video/av832374065,https://www.bilibili.com/video/BV1k34y1M7US,1,10.17梵谷&老年人 连麦聊天 特别惬意,douyin,3232,900,1500,600,1500,600,3
AA0423,聊天室,BV1k5iZBRE85,115843925017111,https://www.bilibili.com/video/av115843925017111,https://www.bilibili.com/video/BV1k5iZBRE85,1,【语音厅】爱波直播自存,douyin,3810,180,2880,2700,2880,2700,3
AA0424,聊天室,BV1kXdeBgEQW,116415541549908,https://www.bilibili.com/video/av116415541549908,https://www.bilibili.com/video/BV1kXdeBgEQW,1,【木头直播录屏】20260416晚聊天,douyin,2259,360,2040,1680,2040,1680,3
AA0425,聊天室,BV1kp4y187NC,972519811,https://www.bilibili.com/video/av972519811,https://www.bilibili.com/video/BV1kp4y187NC,1,【一起同过窗】4.8直播全回顾 分part之 海洋居然睡过直播时间/任逸帆不会连线自己开了直播/聊天室大型混乱现场,douyin,4140,1800,3600,1800,3600,1800,3
AA0426,聊天室,BV1ksdQBWEmj,116443006047555,https://www.bilibili.com/video/av116443006047555,https://www.bilibili.com/video/BV1ksdQBWEmj,1,4.21蔚星和Selovan连线全程,douyin,438,0,438,438,438,438,3
AA0427,聊天室,BV1m6xdzXED4,115334132532431,https://www.bilibili.com/video/av115334132532431,https://www.bilibili.com/video/BV1m6xdzXED4,1,【拿拿nah直播录屏】20251007—1008瑞拿聊天局弹幕版,douyin,5797,4500,5797,1297,5797,1297,4
AA0428,聊天室,BV1oL4xzHECu,115353963202938,https://www.bilibili.com/video/av115353963202938,https://www.bilibili.com/video/BV1oL4xzHECu,1,开火车惩罚之《打针》 给在场所有人听爽了,douyin,211,0,211,211,211,211,3
AA0429,聊天室,BV1otogBAEw3,116454850561080,https://www.bilibili.com/video/av116454850561080,https://www.bilibili.com/video/BV1otogBAEw3,1,许嵩 汪苏泷 余良直播连线,douyin,221,0,221,221,221,221,4
AA0430,聊天室,BV1pPoiB1E4g,116471174861213,https://www.bilibili.com/video/av116471174861213,https://www.bilibili.com/video/BV1pPoiB1E4g,1,2026.4.26 【听潮阁 T.西瓜＆ T.游戈 | 语音厅考核】直播录屏,douyin,7036,1800,2700,900,2700,900,3
AA0431,聊天室,BV1pT411o7CY,478474527,https://www.bilibili.com/video/av478474527,https://www.bilibili.com/video/BV1pT411o7CY,1,直播回放 ‖ 跟着Tina动起来！（后面有惊喜和粉丝连麦）,douyin,1402,90,1140,1050,1140,1050,2
AA0432,聊天室,BV1qN4y1X7R2,872985404,https://www.bilibili.com/video/av872985404,https://www.bilibili.com/video/BV1qN4y1X7R2,1,刺激真心话局，小太阳被孙一宁问到头皮发麻 直接出框,douyin,326,0,326,326,326,326,3
